model_name,condition,n_obs_total,n_assets,pooled_model_mean_SMAPE,equal_weight_asset_model_mean_SMAPE,pooled_CP_mean_SMAPE,equal_weight_asset_CP_mean_SMAPE,pooled_mean_advantage_vs_CP,equal_weight_asset_mean_advantage_vs_CP,pooled_median_advantage_vs_CP,equal_weight_asset_median_advantage_vs_CP,pooled_win_rate_vs_CP,equal_weight_asset_win_rate_vs_CP,pooled_mean_abs_error_model,equal_weight_asset_mean_abs_error_model,pooled_mean_abs_error_CP,equal_weight_asset_mean_abs_error_CP,pooled_mean_abs_error_advantage_vs_CP,equal_weight_asset_mean_abs_error_advantage_vs_CP,assets_positive,assets_negative
CP_REPO_FRESH,all_observations,367248,10,100.86366051352246,100.864469325526,100.86366051352246,100.864469325526,0.0,0.0,0.0,0.0,0.0,0.0,0.0005861095985985,0.0005860814836972,0.0005861095985985,0.0005860814836972,0.0,0.0,0,0
CP_REPO_FRESH,cluster_entry_loose,73457,10,93.56088920634404,93.5601466793833,93.56088920634404,93.5601466793833,0.0,0.0,0.0,0.0,0.0,0.0,0.0007565085518804,0.0007564891133133,0.0007565085518804,0.0007564891133133,0.0,0.0,0,0
CP_REPO_FRESH,cluster_entry_strict,73266,10,93.51351872126948,93.50077666255066,93.51351872126948,93.50077666255066,0.0,0.0,0.0,0.0,0.0,0.0,0.0007574764161019,0.0007575629505833,0.0007574764161019,0.0007575629505833,0.0,0.0,0,0
CP_REPO_FRESH,cluster_exit_loose,73455,10,97.78270322300334,97.78394318646994,97.78270322300334,97.78394318646994,0.0,0.0,0.0,0.0,0.0,0.0,0.0006171643472766,0.0006171429768059,0.0006171643472766,0.0006171429768059,0.0,0.0,0,0
CP_REPO_FRESH,cluster_exit_strict,73334,10,97.71189561215212,97.69701415215351,97.71189561215212,97.69701415215351,0.0,0.0,0.0,0.0,0.0,0.0,0.0006171434139363,0.0006170716032702,0.0006171434139363,0.0006170716032702,0.0,0.0,0,0
CP_REPO_FRESH,inflection_points,144886,10,91.11849776564624,91.9402786618501,91.11849776564624,91.9402786618501,0.0,0.0,0.0,0.0,0.0,0.0,0.0006529679143698,0.000638809780927,0.0006529679143698,0.000638809780927,0.0,0.0,0,0
CP_REPO_FRESH,high_within_block_dispersion,68970,10,119.60427233753938,122.74906256210409,119.60427233753938,122.74906256210409,0.0,0.0,0.0,0.0,0.0,0.0,0.0005686239436958,0.0005551224108426,0.0005686239436958,0.0005551224108426,0.0,0.0,0,0
CP_REPO_FRESH,recent_spike_position,125358,10,111.5312633098087,105.29554362902309,111.5312633098087,105.29554362902309,0.0,0.0,0.0,0.0,0.0,0.0,0.0006091827783179,0.0006480729005072,0.0006091827783179,0.0006480729005072,0.0,0.0,0,0
CP_REPO_FRESH,older_spike_position,108871,10,97.43444156272852,98.42605014902875,97.43444156272852,98.42605014902875,0.0,0.0,0.0,0.0,0.0,0.0,0.0005701423444708,0.0005566876073936,0.0005701423444708,0.0005566876073936,0.0,0.0,0,0
CP_REPO_FRESH,same_average_different_path,7396,10,117.37318180795138,112.21175371896967,117.37318180795138,112.21175371896967,0.0,0.0,0.0,0.0,0.0,0.0,0.0005431003711606,0.0005415699959442,0.0005431003711606,0.0005415699959442,0.0,0.0,0,0
CP_REPO_FRESH,recent_ramp_high_dispersion,24273,10,118.42814151699304,120.08678395816678,118.42814151699304,120.08678395816678,0.0,0.0,0.0,0.0,0.0,0.0,0.0007926212482415,0.0007943646335,0.0007926212482415,0.0007943646335,0.0,0.0,0,0
CP_REPO_FRESH,entry_with_recent_spike,43747,10,94.99398856513228,95.26764048996782,94.99398856513228,95.26764048996782,0.0,0.0,0.0,0.0,0.0,0.0,0.0008304363649765,0.00082438172085,0.0008304363649765,0.00082438172085,0.0,0.0,0,0
